step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,
405,0.0,0,19.880000000000003,0,0,54.82,6.76,0,
406,0.0,0,36.88,12.620000000000001,6.68,0,0,0,
407,0.0,0,16.880000000000003,0,13.68,0,0,0,
408,0.0,0,17.880000000000003,0,0,20.82,2.76,17.22,
409,0.0,0,19.880000000000003,0,6.68,29.82,4.76,0,
410,0.0,0,17.880000000000003,0,7.68,46.82,2.76,0,
411,0.0,0,20.880000000000003,0,9.68,37.82,0,0,
412,0.0,0,17.880000000000003,0,0,22.82,0,0,
413,0.0,0,0,0,0.6799999999999999,3.8200000000000003,0,0,
414,0.0,0,17.880000000000003,0,0,75.82,0,0,
415,0.0,0,18.880000000000003,0,0,22.82,7.76,0,
416,0.0,0,20.880000000000003,0,0,14.82,2.76,16.22,
417,0.0,0,17.880000000000003,7.620000000000001,10.68,125.82,0,0.2200000000000002,
418,0.0,0,13.88,0,0.6799999999999999,55.82,0,2.22,
419,0.0,0,15.88,0,0,16.82,0,0,
420,0.0,0,16.880000000000003,0,5.68,0,0,0,
421,0.0,0,0,0,5.68,12.82,0,0,
422,0.0,0,21.880000000000003,0,0,35.82,1.7599999999999998,0,
423,0.0,0,9.88,0,0,20.82,0,0,
424,0.0,0,17.880000000000003,0,0,24.82,0,0,
425,0.0,5.52,13.88,0,0,51.82,0,0,
426,0.0,0,13.88,0,0,10.82,0,19.22,
427,0.0,0,9.88,0,0,56.82,0,0,
428,0.0,1.52,49.88,0,6.68,0,2.76,0,
429,0.0,0,11.88,0,0.6799999999999999,22.82,0,0,
430,0.0,0,13.88,0,20.68,15.82,0,0,
431,0.0,0,14.88,0,0,14.82,0,0,
432,0.0,0,0,0,0,20.82,0,0,
433,0.0,0,20.880000000000003,0,0,2.8200000000000003,0,0,
434,0.0,7.52,16.880000000000003,0,22.68,36.82,5.76,6.220000000000001,
435,0.0,0,13.88,0,0,13.82,0,0,
436,0.0,0,33.88,0,0,18.82,0,11.22,
437,0.0,0,6.880000000000001,0,0,0,0,0,
438,0.0,0,9.88,0.620000000000001,4.68,1.8200000000000003,0,0,
439,0.0,0,13.88,0,0,9.82,0,0,
440,0.0,0,57.88,0,0,26.82,0,0,
441,10.0,0.52,25.880000000000003,0,12.68,44.82,0,0,
442,0.0,3.52,12.88,0,0,11.82,0,0,
443,0.0,0,9.88,0,0,25.82,0,25.22,
444,0.0,2.52,9.88,0,0,0,0,0,
445,0.0,0,6.880000000000001,0,0,12.82,0,0,
446,0.0,0,6.880000000000001,0,0,25.82,0,0,
447,0.0,0,28.880000000000003,0,15.68,36.82,8.76,0,
448,11.0,0.52,14.88,0,0,9.82,0,0,
449,0.0,2.52,9.88,0,8.68,13.82,0,0,
450,0.0,2.52,1.8800000000000008,0,0,25.82,0,0,
451,0.0,0,0,0,0,9.82,0,0,
452,0.0,6.52,9.88,0,18.68,14.82,0,0,
453,0.0,0,6.880000000000001,0,0,10.82,0,0,
454,0.0,0,0,0,0,0,0,24.22,
455,0.0,0,5.880000000000001,0,21.68,0,1.7599999999999998,24.22,
456,0.0,3.52,5.880000000000001,0,0,23.82,0,0,
457,0.0,8.52,4.880000000000001,0,0,23.82,0,0,
458,0.0,0.52,0,0,0,75.82,0,0,
459,0.0,3.52,4.880000000000001,0,1.68,4.82,0,0,
460,7.0,8.52,3.880000000000001,0,3.6799999999999997,6.82,0,0,
461,0.0,0.52,5.880000000000001,0,6.68,40.82,0,19.22,
462,0.0,0,39.88,7.620000000000001,13.68,21.82,0,0,
463,0.0,3.52,4.880000000000001,0,0,11.82,0,0,
464,0.0,0,4.880000000000001,0,0,24.82,0,0,
465,0.0,0,1.8800000000000008,0,11.68,6.82,0,0,
466,0.0,2.52,2.880000000000001,0,0,0,0,0,
467,0.0,0,4.880000000000001,0,2.6799999999999997,25.82,0,0,
468,0.0,1.52,2.880000000000001,0,9.68,6.82,0,0,
469,0.0,3.52,0,15.620000000000001,0,0,0,0,
470,0.0,10.52,4.880000000000001,0,2.6799999999999997,14.82,0,0,
471,0.0,0.52,3.880000000000001,0,0,24.82,0,0,
472,0.0,8.52,1.8800000000000008,0,0.6799999999999999,1.8200000000000003,0,0,
473,0.0,0,45.88,0,2.6799999999999997,0,11.76,24.22,
474,0.0,1.52,1.8800000000000008,0,0,0,0,0,
475,0.0,3.52,0.8800000000000008,0,15.68,23.82,0,0,
476,0.0,3.52,0,0,9.68,10.82,0,0,
477,0.0,3.52,0,0,0,0,0,0,
478,11.0,11.52,0.8800000000000008,0,5.68,29.82,0,0,
479,0.0,7.52,0,0,11.68,5.82,0,14.22,
480,0.0,19.52,2.880000000000001,0,0,7.82,0,0,
481,0.0,7.52,0,0,0,64.82,0.7599999999999998,0,
482,0.0,6.52,0,0,8.68,0,0,0,
483,0.0,2.52,6.880000000000001,0,0,38.82,0,0,
484,0.0,0,0,0,6.68,14.82,0,0,
485,0.0,4.52,9.88,0,7.68,0,0,35.22,
486,0.0,7.52,0,0,0,0,0,0,
487,0.0,0.52,0,0,9.68,2.8200000000000003,0,0,
488,0.0,8.52,0,0,1.68,27.82,0,0,
489,0.0,4.52,0,0,24.68,31.82,0,0,
490,27.0,8.52,0,0,1.68,0,0,0,
491,0.0,7.52,1.8800000000000008,0,0,36.82,11.76,0.2200000000000002,
492,0.0,6.52,0,0,0,0,0,0,
493,0.0,6.52,15.88,0,0,29.82,0,0,
494,0.0,7.52,0,0,20.68,0,0,0,
495,0.0,4.52,1.8800000000000008,0,0,17.82,0,0,
496,0.0,6.52,0,0,5.68,0,0,0,
497,0.0,5.52,0,0,10.68,24.82,0,0,
498,0.0,25.52,0,0,5.68,19.82,0,0,
499,0.0,15.52,49.88,0,18.68,32.82,11.76,0,
500,0.0,8.52,0.8800000000000008,0,8.68,4.82,11.76,0,
501,0.0,7.52,1.8800000000000008,0,0.6799999999999999,14.82,0,0,
502,0.0,7.52,0.8800000000000008,0,12.68,11.82,16.759999999999998,0,
503,0.0,11.52,1.8800000000000008,0,0.6799999999999999,0,6.76,38.22,
504,0.0,7.52,1.8800000000000008,0,21.68,27.82,0,0,
505,0.0,10.52,0,0,7.68,7.82,0,0,
506,0.0,11.52,0,0,18.68,3.8200000000000003,0,0,
507,0.0,8.52,1.8800000000000008,12.620000000000001,0,11.82,0,0,
508,28.0,11.52,0,0,15.68,16.82,0,0,
509,0.0,0,1.8800000000000008,0,0,0,14.76,23.22,
510,0.0,10.52,27.880000000000003,0,0,65.82,0,0,
511,0.0,10.52,0,0,0,0,0,0,
512,0.0,11.52,0,0,0.6799999999999999,0,0,0,
513,0.0,3.52,0.8800000000000008,0,0,0,0,0,
514,28.0,11.52,7.880000000000001,0,15.68,16.82,12.76,0,
515,0.0,14.52,0.8800000000000008,9.620000000000001,0,0,0,24.22,
516,0.0,25.52,8.88,0,0,25.82,0,0,
517,0.0,11.52,4.880000000000001,0,0,6.82,0,0,
518,0.0,9.52,4.880000000000001,0,1.68,10.82,0,0,
519,0.0,0,8.88,0,8.68,0,10.76,0,
520,35.0,2.52,1.8800000000000008,0,0,0,0,0,
521,0.0,3.52,78.88,15.620000000000001,0,0,0,0,
522,0.0,9.52,5.880000000000001,0,0,0,0,0,
523,0.0,7.52,1.8800000000000008,0,0,0.8200000000000003,0,0,
524,0.0,28.52,5.880000000000001,0,0,24.82,0,0,
525,0.0,12.52,1.8800000000000008,0,0,67.82,0,0,
526,0.0,12.52,0,0,0,0,0,51.22,
527,0.0,0,0,0,0,4.82,0,66.22,
528,0.0,10.52,1.8800000000000008,0,0,3.8200000000000003,0,0,
529,0.0,8.52,0,0,5.68,0,0,0,
530,0.0,11.52,0,0,0,0,0,0,
531,71.0,11.52,0,0,0,0,0,0,
532,48.0,28.52,3.880000000000001,0,0,27.82,0,0,
533,0.0,9.52,0,0,0,32.82,0,77.22,
534,0.0,14.52,26.880000000000003,0,0,4.82,6.76,0,
535,0.0,0,1.8800000000000008,0,0,3.8200000000000003,0,0,
536,0.0,14.52,3.880000000000001,0.620000000000001,0,24.82,0,0,
537,0.0,11.52,1.8800000000000008,0,0,24.82,0,2.22,
538,0.0,0.52,0,0,0,0,0,0.2200000000000002,
539,22.0,0,0.8800000000000008,0,3.6799999999999997,0,0,0,
540,0.0,12.52,4.880000000000001,0,0,17.82,0,0.2200000000000002,
541,0.0,12.52,0,0,0,0,0,0,
542,0.0,30.52,4.880000000000001,0,1.68,32.82,5.76,24.22,
543,0.0,11.52,2.880000000000001,0,0,0,0,0,
544,0.0,10.52,0.8800000000000008,0,12.68,10.82,0,62.22,
545,3.0,0,0,0,0,26.82,0,6.220000000000001,
546,0.0,13.52,0.8800000000000008,0,0,4.82,0,0.2200000000000002,
547,64.0,11.52,5.880000000000001,0,0,3.8200000000000003,0,0,
548,1.0,12.52,0,0,0,0,6.76,0,
549,28.0,11.52,4.880000000000001,0,0,1.8200000000000003,0,8.22,
550,6.0,10.52,3.880000000000001,0,1.68,22.82,0,0,
551,0.0,11.52,9.88,0,0,88.82,0,34.22,
552,0.0,11.52,2.880000000000001,0,0,3.8200000000000003,0,3.22,
553,0.0,8.52,5.880000000000001,0,0,7.82,0,2.22,
554,0.0,9.52,3.880000000000001,0,0,14.82,0,0,
555,0.0,38.52,0,0,0,15.82,0,9.22,
556,14.0,16.52,5.880000000000001,0,0,10.82,19.759999999999998,0.2200000000000002,
557,4.0,9.52,6.880000000000001,0,0,22.82,0,0,
558,0.0,0,2.880000000000001,0,0,0,0,6.220000000000001,
559,51.0,0,1.8800000000000008,0,0,30.82,0,3.22,
560,6.0,11.52,41.88,0,0,3.8200000000000003,0,8.22,
561,3.0,13.52,5.880000000000001,0,11.68,3.8200000000000003,0,14.22,
562,10.0,12.52,9.88,0,0,28.82,0,9.22,
563,5.0,31.52,0.8800000000000008,0,0,5.82,0,0,
564,4.0,12.52,1.8800000000000008,0,0,4.82,0,7.220000000000001,
565,18.0,11.52,1.8800000000000008,0,0,25.82,0,141.22,
566,4.0,0,9.88,0,0,2.8200000000000003,0,105.22,
567,7.0,9.52,1.8800000000000008,0,0,0,0,13.22,
568,0.0,10.52,0,0,0,1.8200000000000003,0,11.22,
569,14.0,11.52,1.8800000000000008,0,0.6799999999999999,21.82,0,0,
570,175.0,12.52,61.88,0,0,0,0,8.22,
571,47.0,24.52,0,0,0,0,0,18.22,
572,11.0,10.52,0,0,0,0.8200000000000003,0,163.22,
573,0.0,11.52,3.880000000000001,0,0,3.8200000000000003,0,14.22,
574,0.0,0,0,0,11.68,77.82,0,20.22,
575,13.0,11.52,0,0,7.68,9.82,0,0,
576,16.0,19.52,1.8800000000000008,0,0,15.82,0,17.22,
577,142.0,35.52,6.880000000000001,0,0,25.82,10.76,19.22,
578,15.0,11.52,2.880000000000001,0,11.68,6.82,0,29.22,
579,16.0,11.52,2.880000000000001,0,0,7.82,0,19.22,
580,0.0,0,0,0,0,0,0,16.22,
581,20.0,12.52,17.880000000000003,0,9.68,0,0,23.22,
582,16.0,9.52,9.88,0,0,26.82,0,26.22,
583,0.0,38.52,3.880000000000001,0,0,0,0,2.22,
584,23.0,11.52,1.8800000000000008,0,0,0.8200000000000003,0,27.22,
585,20.0,11.52,0,0,0,60.82,0,231.22,
586,23.0,0,0.8800000000000008,0,1.68,15.82,0,25.22,
587,31.0,10.52,1.8800000000000008,0,0,4.82,0,21.22,
588,141.0,6.52,1.8800000000000008,0,0,34.82,0,0,
589,27.0,11.52,6.880000000000001,0,21.68,20.82,0,0,
590,69.0,12.52,17.880000000000003,0,4.68,59.82,0,27.22,
591,29.0,14.52,1.8800000000000008,0,11.68,0,0,31.22,
592,32.0,11.52,0,0,0,8.82,0,82.22,
593,0.0,7.52,1.8800000000000008,0,0,23.82,1.7599999999999998,33.22,
594,39.0,8.52,0,0,0,4.82,0,39.22,
595,35.0,13.52,0.8800000000000008,0,0,0,0,80.22,
596,43.0,43.52,7.880000000000001,0,12.68,16.82,0,28.22,
597,31.0,15.52,0.8800000000000008,0,0.6799999999999999,0,0,48.22,
598,264.0,31.52,4.880000000000001,0,14.68,0,2.76,42.22,
599,39.0,15.52,1.8800000000000008,0,0,0,0,36.22,
