step,x_center,y_center,width,height,area,label,time
168,26.5,17.0,53,6,188.0,Green,0.03836631774902344
168,129.0,16.0,62,6,259.5,Green,0.03836631774902344
168,35.0,90.0,56,20,950.5,Red,0.03836631774902344
168,84.0,74.5,152,71,5475.0,Black,0.03836631774902344
168,139.5,5.5,41,11,317.0,Black,0.03836631774902344
168,19.0,6.0,38,12,313.5,Black,0.03836631774902344
169,39.0,47.5,62,19,933.5,Blue,0.03841114044189453
169,40.0,68.5,60,19,924.0,Green,0.03841114044189453
169,26.5,17.0,53,6,188.0,Green,0.03841114044189453
169,129.0,16.0,62,6,259.5,Green,0.03841114044189453
169,35.0,90.0,56,20,950.5,Red,0.03841114044189453
169,84.0,74.5,152,71,5475.0,Black,0.03841114044189453
169,139.5,5.5,41,11,317.0,Black,0.03841114044189453
169,19.0,6.0,38,12,313.5,Black,0.03841114044189453
170,150.0,110.0,20,20,146.0,Blue,0.03270244598388672
170,39.0,47.5,62,19,965.0,Blue,0.03270244598388672
170,43.0,68.0,54,18,586.0,Green,0.03270244598388672
170,34.5,90.0,55,20,953.5,Red,0.03270244598388672
170,84.0,75.0,152,70,5303.0,Black,0.03270244598388672
170,139.5,15.5,41,31,600.0,Black,0.03270244598388672
170,19.5,13.5,39,27,542.5,Black,0.03270244598388672
171,150.0,110.0,20,20,146.0,Blue,0.03405046463012695
171,39.0,47.5,62,19,965.0,Blue,0.03405046463012695
171,43.0,68.0,54,18,586.0,Green,0.03405046463012695
171,34.5,90.0,55,20,953.5,Red,0.03405046463012695
171,84.0,75.0,152,70,5303.0,Black,0.03405046463012695
171,139.5,15.5,41,31,600.0,Black,0.03405046463012695
171,19.5,13.5,39,27,542.5,Black,0.03405046463012695
172,39.0,47.5,62,19,945.0,Blue,0.03687548637390137
172,40.0,68.5,58,19,783.0,Green,0.03687548637390137
172,35.0,90.5,56,21,971.0,Red,0.03687548637390137
172,84.0,75.0,152,70,5512.5,Black,0.03687548637390137
172,140.0,15.5,40,31,595.5,Black,0.03687548637390137
172,17.5,14.0,35,28,544.5,Black,0.03687548637390137
173,39.0,47.5,62,19,945.0,Blue,0.03757143020629883
173,40.0,68.5,58,19,783.0,Green,0.03757143020629883
173,35.0,90.5,56,21,971.0,Red,0.03757143020629883
173,84.0,75.0,152,70,5512.5,Black,0.03757143020629883
173,140.0,15.5,40,31,595.5,Black,0.03757143020629883
173,17.5,14.0,35,28,544.5,Black,0.03757143020629883
174,146.0,109.5,28,21,173.0,Blue,0.03505253791809082
174,39.0,47.5,62,19,965.0,Blue,0.03505253791809082
174,42.5,68.0,53,18,475.0,Green,0.03505253791809082
174,35.0,90.0,56,20,947.5,Red,0.03505253791809082
174,84.0,75.0,152,70,5270.5,Black,0.03505253791809082
174,141.0,15.0,38,30,594.0,Black,0.03505253791809082
174,19.5,14.0,39,28,548.0,Black,0.03505253791809082
175,146.0,109.5,28,21,173.0,Blue,0.036048173904418945
175,39.0,47.5,62,19,965.0,Blue,0.036048173904418945
175,42.5,68.0,53,18,475.0,Green,0.036048173904418945
175,35.0,90.0,56,20,947.5,Red,0.036048173904418945
175,84.0,75.0,152,70,5270.5,Black,0.036048173904418945
175,141.0,15.0,38,30,594.0,Black,0.036048173904418945
175,19.5,14.0,39,28,548.0,Black,0.036048173904418945
176,39.0,47.5,62,19,938.5,Blue,0.03925609588623047
176,40.0,68.5,60,19,804.0,Green,0.03925609588623047
176,35.0,90.0,56,20,951.5,Red,0.03925609588623047
176,84.0,75.0,152,70,5522.5,Black,0.03925609588623047
176,141.0,15.5,38,31,614.5,Black,0.03925609588623047
176,20.0,13.5,40,27,540.0,Black,0.03925609588623047
177,39.0,47.5,62,19,938.5,Blue,0.04413723945617676
177,40.0,68.5,60,19,804.0,Green,0.04413723945617676
177,35.0,90.0,56,20,951.5,Red,0.04413723945617676
177,84.0,75.0,152,70,5522.5,Black,0.04413723945617676
177,141.0,15.5,38,31,614.5,Black,0.04413723945617676
177,20.0,13.5,40,27,540.0,Black,0.04413723945617676
178,39.0,47.5,62,19,956.0,Blue,0.03524351119995117
178,40.5,68.5,59,19,823.5,Green,0.03524351119995117
178,35.0,90.5,56,21,956.5,Red,0.03524351119995117
178,84.0,75.0,152,70,5724.5,Black,0.03524351119995117
178,138.0,15.5,44,31,654.5,Black,0.03524351119995117
178,20.0,14.0,40,28,546.5,Black,0.03524351119995117
179,39.0,47.5,62,19,956.0,Blue,0.0342099666595459
179,40.5,68.5,59,19,823.5,Green,0.0342099666595459
179,35.0,90.5,56,21,956.5,Red,0.0342099666595459
179,84.0,75.0,152,70,5724.5,Black,0.0342099666595459
179,138.0,15.5,44,31,654.5,Black,0.0342099666595459
179,20.0,14.0,40,28,546.5,Black,0.0342099666595459
180,39.0,47.5,62,19,937.0,Blue,0.04068136215209961
180,40.5,68.5,59,19,841.5,Green,0.04068136215209961
180,34.5,90.0,55,20,951.0,Red,0.04068136215209961
180,84.5,75.0,151,70,5516.0,Black,0.04068136215209961
180,140.0,15.5,40,31,612.0,Black,0.04068136215209961
180,18.0,13.5,36,27,540.0,Black,0.04068136215209961
181,39.0,47.5,62,19,937.0,Blue,0.04242897033691406
181,40.5,68.5,59,19,841.5,Green,0.04242897033691406
181,34.5,90.0,55,20,951.0,Red,0.04242897033691406
181,84.5,75.0,151,70,5516.0,Black,0.04242897033691406
181,140.0,15.5,40,31,612.0,Black,0.04242897033691406
181,18.0,13.5,36,27,540.0,Black,0.04242897033691406
182,39.0,47.5,62,19,943.5,Blue,0.03848886489868164
182,41.0,68.5,58,19,711.0,Green,0.03848886489868164
182,34.5,90.5,55,21,964.0,Red,0.03848886489868164
182,84.0,75.0,152,70,5574.5,Black,0.03848886489868164
182,140.5,15.5,39,31,606.5,Black,0.03848886489868164
182,17.5,14.0,35,28,548.0,Black,0.03848886489868164
183,39.0,47.5,62,19,943.5,Blue,0.03844738006591797
183,41.0,68.5,58,19,711.0,Green,0.03844738006591797
183,34.5,90.5,55,21,964.0,Red,0.03844738006591797
183,84.0,75.0,152,70,5574.5,Black,0.03844738006591797
183,140.5,15.5,39,31,606.5,Black,0.03844738006591797
183,17.5,14.0,35,28,548.0,Black,0.03844738006591797
184,39.0,47.5,62,19,961.0,Blue,0.037398338317871094
184,40.5,68.5,57,19,721.0,Green,0.037398338317871094
184,35.0,91.0,56,22,969.0,Red,0.037398338317871094
184,84.5,75.0,151,70,5435.0,Black,0.037398338317871094
184,139.5,15.0,41,30,584.0,Black,0.037398338317871094
184,19.5,13.5,39,27,536.0,Black,0.037398338317871094
185,39.0,47.5,62,19,961.0,Blue,0.04350900650024414
185,40.5,68.5,57,19,721.0,Green,0.04350900650024414
185,35.0,91.0,56,22,969.0,Red,0.04350900650024414
185,84.5,75.0,151,70,5435.0,Black,0.04350900650024414
185,139.5,15.0,41,30,584.0,Black,0.04350900650024414
185,19.5,13.5,39,27,536.0,Black,0.04350900650024414
186,39.0,47.5,62,19,903.0,Blue,0.03904533386230469
186,40.5,68.5,61,19,926.0,Green,0.03904533386230469
186,34.5,90.5,55,21,944.0,Red,0.03904533386230469
186,84.0,74.5,152,71,5646.0,Black,0.03904533386230469
186,138.5,15.0,43,30,633.5,Black,0.03904533386230469
186,18.5,13.5,37,27,554.0,Black,0.03904533386230469
187,39.0,47.5,62,19,903.0,Blue,0.03675198554992676
187,40.5,68.5,61,19,926.0,Green,0.03675198554992676
187,34.5,90.5,55,21,944.0,Red,0.03675198554992676
187,84.0,74.5,152,71,5646.0,Black,0.03675198554992676
187,138.5,15.0,43,30,633.5,Black,0.03675198554992676
187,18.5,13.5,37,27,554.0,Black,0.03675198554992676
188,39.0,47.5,62,19,907.0,Blue,0.03703117370605469
188,40.5,68.5,61,19,882.5,Green,0.03703117370605469
188,35.0,90.5,56,21,958.0,Red,0.03703117370605469
188,84.0,74.5,152,71,5837.5,Black,0.03703117370605469
188,139.0,15.5,42,31,625.0,Black,0.03703117370605469
188,20.0,13.5,40,27,552.5,Black,0.03703117370605469
189,39.0,47.5,62,19,907.0,Blue,0.03836965560913086
189,40.5,68.5,61,19,882.5,Green,0.03836965560913086
189,35.0,90.5,56,21,958.0,Red,0.03836965560913086
189,84.0,74.5,152,71,5837.5,Black,0.03836965560913086
189,139.0,15.5,42,31,625.0,Black,0.03836965560913086
189,20.0,13.5,40,27,552.5,Black,0.03836965560913086
190,39.0,47.5,62,19,972.5,Blue,0.041852474212646484
190,41.0,68.5,60,19,669.0,Green,0.041852474212646484
190,34.5,90.0,55,20,942.0,Red,0.041852474212646484
190,84.0,75.0,152,70,5354.5,Black,0.041852474212646484
190,140.0,15.5,40,31,602.5,Black,0.041852474212646484
190,18.5,14.0,37,28,542.5,Black,0.041852474212646484
191,39.0,47.5,62,19,972.5,Blue,0.0365757942199707
191,41.0,68.5,60,19,669.0,Green,0.0365757942199707
191,34.5,90.0,55,20,942.0,Red,0.0365757942199707
191,84.0,75.0,152,70,5354.5,Black,0.0365757942199707
191,140.0,15.5,40,31,602.5,Black,0.0365757942199707
191,18.5,14.0,37,28,542.5,Black,0.0365757942199707
192,39.0,47.5,62,19,927.0,Blue,0.03403925895690918
192,40.0,68.5,60,19,816.5,Green,0.03403925895690918
192,35.0,90.0,56,20,952.5,Red,0.03403925895690918
192,84.0,74.5,152,71,5594.5,Black,0.03403925895690918
192,138.5,15.5,43,31,605.0,Black,0.03403925895690918
192,20.5,14.0,41,28,550.5,Black,0.03403925895690918
193,39.0,47.5,62,19,927.0,Blue,0.04398822784423828
193,40.0,68.5,60,19,816.5,Green,0.04398822784423828
193,35.0,90.0,56,20,952.5,Red,0.04398822784423828
193,84.0,74.5,152,71,5594.5,Black,0.04398822784423828
193,138.5,15.5,43,31,605.0,Black,0.04398822784423828
193,20.5,14.0,41,28,550.5,Black,0.04398822784423828
194,39.0,47.5,62,19,943.0,Blue,0.034616708755493164
194,41.5,68.5,59,19,839.0,Green,0.034616708755493164
194,35.0,90.0,56,20,956.0,Red,0.034616708755493164
194,84.0,75.0,152,70,5722.0,Black,0.034616708755493164
194,139.5,15.5,41,31,634.0,Black,0.034616708755493164
194,20.0,14.0,40,28,551.5,Black,0.034616708755493164
195,39.0,47.5,62,19,943.0,Blue,0.0352630615234375
195,41.5,68.5,59,19,839.0,Green,0.0352630615234375
195,35.0,90.0,56,20,956.0,Red,0.0352630615234375
195,84.0,75.0,152,70,5722.0,Black,0.0352630615234375
195,139.5,15.5,41,31,634.0,Black,0.0352630615234375
195,20.0,14.0,40,28,551.5,Black,0.0352630615234375
196,39.0,47.5,62,19,955.5,Blue,0.036780595779418945
196,40.0,68.5,62,19,811.5,Green,0.036780595779418945
196,34.5,90.0,55,20,948.0,Red,0.036780595779418945
196,84.5,75.0,151,70,5505.5,Black,0.036780595779418945
196,139.5,15.0,41,30,604.5,Black,0.036780595779418945
196,19.0,13.5,38,27,535.5,Black,0.036780595779418945
197,39.0,47.5,62,19,955.5,Blue,0.04503679275512695
197,40.0,68.5,62,19,811.5,Green,0.04503679275512695
197,34.5,90.0,55,20,948.0,Red,0.04503679275512695
197,84.5,75.0,151,70,5505.5,Black,0.04503679275512695
197,139.5,15.0,41,30,604.5,Black,0.04503679275512695
197,19.0,13.5,38,27,535.5,Black,0.04503679275512695
198,39.0,47.5,62,19,963.5,Blue,0.03435397148132324
198,40.0,68.5,60,19,844.0,Green,0.03435397148132324
198,35.0,90.0,56,20,939.5,Red,0.03435397148132324
198,84.0,75.0,152,70,5665.0,Black,0.03435397148132324
198,139.0,15.5,42,31,623.0,Black,0.03435397148132324
198,21.0,14.0,42,28,537.5,Black,0.03435397148132324
199,39.0,47.5,62,19,963.5,Blue,0.03606438636779785
199,40.0,68.5,60,19,844.0,Green,0.03606438636779785
199,35.0,90.0,56,20,939.5,Red,0.03606438636779785
199,84.0,75.0,152,70,5665.0,Black,0.03606438636779785
199,139.0,15.5,42,31,623.0,Black,0.03606438636779785
199,21.0,14.0,42,28,537.5,Black,0.03606438636779785
