step,x_center,y_center,width,height,conf,label,time
0,125.61357116699219,70.62065124511719,40.414581298828125,57.31224060058594,0.9710909128189087,Green Block,0.9542026519775391
0,48.8232421875,69.52120208740234,36.5892333984375,55.593597412109375,0.9631719589233398,Green Block,0.9542026519775391
0,86.17964935302734,70.39682006835938,40.67036437988281,58.57194519042969,0.9584373235702515,Red Block,0.9542026519775391
0,102.75757598876953,70.31480407714844,74.61137390136719,56.142391204833984,0.3801240026950836,Green Block,0.9542026519775391
1,125.63594055175781,70.41944122314453,40.473609924316406,57.08538818359375,0.9715726971626282,Green Block,0.16718244552612305
1,48.87793731689453,69.47322082519531,36.540802001953125,55.495243072509766,0.9629049897193909,Green Block,0.16718244552612305
1,86.1485824584961,70.42390441894531,40.67079162597656,58.19626235961914,0.954971194267273,Red Block,0.16718244552612305
1,103.7444839477539,70.22318267822266,75.29322814941406,55.9307975769043,0.3561231195926666,Green Block,0.16718244552612305
2,125.63594055175781,70.41944122314453,40.473609924316406,57.08538818359375,0.9715726971626282,Green Block,0.054823875427246094
2,48.87793731689453,69.47322082519531,36.540802001953125,55.495243072509766,0.9629049897193909,Green Block,0.054823875427246094
2,86.1485824584961,70.42390441894531,40.67079162597656,58.19626235961914,0.954971194267273,Red Block,0.054823875427246094
2,103.7444839477539,70.22318267822266,75.29322814941406,55.9307975769043,0.3561231195926666,Green Block,0.054823875427246094
3,125.55545043945312,70.48798370361328,40.525970458984375,57.15419006347656,0.9715903997421265,Green Block,0.5768802165985107
3,48.97490692138672,69.50956726074219,36.75252151489258,55.503170013427734,0.9654174447059631,Green Block,0.5768802165985107
3,86.21778106689453,70.37257385253906,40.71159362792969,58.2647705078125,0.9595336318016052,Red Block,0.5768802165985107
3,103.35305786132812,70.20989990234375,74.90988159179688,55.98934555053711,0.3740956783294678,Green Block,0.5768802165985107
4,125.55545043945312,70.48798370361328,40.525970458984375,57.15419006347656,0.9715903997421265,Green Block,0.0648794174194336
4,48.97490692138672,69.50956726074219,36.75252151489258,55.503170013427734,0.9654174447059631,Green Block,0.0648794174194336
4,86.21778106689453,70.37257385253906,40.71159362792969,58.2647705078125,0.9595336318016052,Red Block,0.0648794174194336
4,103.35305786132812,70.20989990234375,74.90988159179688,55.98934555053711,0.3740956783294678,Green Block,0.0648794174194336
5,125.57268524169922,70.48699951171875,40.55360412597656,57.15481948852539,0.9710585474967957,Green Block,0.030724525451660156
5,48.842838287353516,69.39346313476562,36.39167022705078,55.473628997802734,0.9652761220932007,Green Block,0.030724525451660156
5,86.228515625,70.29057312011719,40.76800537109375,58.31416320800781,0.9606063365936279,Red Block,0.030724525451660156
5,102.78215789794922,70.17034912109375,74.63258361816406,55.95858383178711,0.37984299659729004,Green Block,0.030724525451660156
6,125.57268524169922,70.48699951171875,40.55360412597656,57.15481948852539,0.9710585474967957,Green Block,0.06360816955566406
6,48.842838287353516,69.39346313476562,36.39167022705078,55.473628997802734,0.9652761220932007,Green Block,0.06360816955566406
6,86.228515625,70.29057312011719,40.76800537109375,58.31416320800781,0.9606063365936279,Red Block,0.06360816955566406
6,102.78215789794922,70.17034912109375,74.63258361816406,55.95858383178711,0.37984299659729004,Green Block,0.06360816955566406
7,125.62179565429688,70.44727325439453,40.571502685546875,57.057525634765625,0.9719668626785278,Green Block,0.49318909645080566
7,48.867774963378906,69.3399658203125,36.52534103393555,55.62750244140625,0.9629058241844177,Green Block,0.49318909645080566
7,86.31747436523438,70.3125,40.61590576171875,58.317596435546875,0.9596996903419495,Red Block,0.49318909645080566
8,125.62179565429688,70.44727325439453,40.571502685546875,57.057525634765625,0.9719668626785278,Green Block,0.05745577812194824
8,48.867774963378906,69.3399658203125,36.52534103393555,55.62750244140625,0.9629058241844177,Green Block,0.05745577812194824
8,86.31747436523438,70.3125,40.61590576171875,58.317596435546875,0.9596996903419495,Red Block,0.05745577812194824
9,125.67044067382812,70.67168426513672,40.2913818359375,57.31024169921875,0.9723812937736511,Green Block,0.08428788185119629
9,48.85760498046875,69.40769958496094,36.62506103515625,55.54156494140625,0.963932991027832,Green Block,0.08428788185119629
9,86.14007568359375,70.26496887207031,40.55998229980469,58.539485931396484,0.9600761532783508,Red Block,0.08428788185119629
9,103.54058074951172,70.2386245727539,75.01939392089844,56.19950866699219,0.37718552350997925,Green Block,0.08428788185119629
10,125.67044067382812,70.67168426513672,40.2913818359375,57.31024169921875,0.9723812937736511,Green Block,0.04952526092529297
10,48.85760498046875,69.40769958496094,36.62506103515625,55.54156494140625,0.963932991027832,Green Block,0.04952526092529297
10,86.14007568359375,70.26496887207031,40.55998229980469,58.539485931396484,0.9600761532783508,Red Block,0.04952526092529297
10,103.54058074951172,70.2386245727539,75.01939392089844,56.19950866699219,0.37718552350997925,Green Block,0.04952526092529297
11,125.66924285888672,70.5450439453125,40.48493957519531,57.27402114868164,0.9725586771965027,Green Block,0.2575204372406006
11,48.810245513916016,69.5078353881836,36.62743377685547,55.58158874511719,0.9656767845153809,Green Block,0.2575204372406006
11,86.2635726928711,70.33523559570312,40.55009460449219,58.39059066772461,0.9614400863647461,Red Block,0.2575204372406006
11,103.88499450683594,70.22821044921875,75.28250122070312,56.11166763305664,0.3698182702064514,Green Block,0.2575204372406006
12,125.66924285888672,70.5450439453125,40.48493957519531,57.27402114868164,0.9725586771965027,Green Block,0.06270146369934082
12,48.810245513916016,69.5078353881836,36.62743377685547,55.58158874511719,0.9656767845153809,Green Block,0.06270146369934082
12,86.2635726928711,70.33523559570312,40.55009460449219,58.39059066772461,0.9614400863647461,Red Block,0.06270146369934082
12,103.88499450683594,70.22821044921875,75.28250122070312,56.11166763305664,0.3698182702064514,Green Block,0.06270146369934082
13,125.70034790039062,70.52335357666016,40.19512939453125,56.8775520324707,0.9750725030899048,Green Block,0.7307183742523193
13,48.85260772705078,69.33061981201172,36.49305725097656,55.60029602050781,0.9678283333778381,Green Block,0.7307183742523193
13,86.18915557861328,70.20381164550781,40.466217041015625,58.23394775390625,0.9640249609947205,Red Block,0.7307183742523193
13,103.28153991699219,70.214599609375,74.50039672851562,55.86346435546875,0.34292685985565186,Green Block,0.7307183742523193
14,125.70034790039062,70.52335357666016,40.19512939453125,56.8775520324707,0.9750725030899048,Green Block,0.05657792091369629
14,48.85260772705078,69.33061981201172,36.49305725097656,55.60029602050781,0.9678283333778381,Green Block,0.05657792091369629
14,86.18915557861328,70.20381164550781,40.466217041015625,58.23394775390625,0.9640249609947205,Red Block,0.05657792091369629
14,103.28153991699219,70.214599609375,74.50039672851562,55.86346435546875,0.34292685985565186,Green Block,0.05657792091369629
15,125.66279602050781,70.19536590576172,40.2652587890625,57.5921745300293,0.9751491546630859,Green Block,0.34366893768310547
15,48.919700622558594,69.0692138671875,36.74324417114258,56.40406799316406,0.9667229652404785,Green Block,0.34366893768310547
15,86.21939086914062,69.89916229248047,40.54658508300781,58.76490783691406,0.9655112028121948,Red Block,0.34366893768310547
15,103.02144622802734,69.82118225097656,74.42002868652344,56.7998046875,0.3271641433238983,Green Block,0.34366893768310547
16,125.66279602050781,70.19536590576172,40.2652587890625,57.5921745300293,0.9751491546630859,Green Block,0.08705329895019531
16,48.919700622558594,69.0692138671875,36.74324417114258,56.40406799316406,0.9667229652404785,Green Block,0.08705329895019531
16,86.21939086914062,69.89916229248047,40.54658508300781,58.76490783691406,0.9655112028121948,Red Block,0.08705329895019531
16,103.02144622802734,69.82118225097656,74.42002868652344,56.7998046875,0.3271641433238983,Green Block,0.08705329895019531
17,85.79910278320312,80.88352966308594,39.433624267578125,37.07442855834961,0.9589582681655884,Red Block,0.39095020294189453
17,49.061309814453125,80.79107666015625,36.9964599609375,33.0684814453125,0.9584851264953613,Green Block,0.39095020294189453
17,125.78144836425781,80.14933013916016,38.833251953125,37.1063232421875,0.9522300362586975,Green Block,0.39095020294189453
18,85.79910278320312,80.88352966308594,39.433624267578125,37.07442855834961,0.9589582681655884,Red Block,0.0515141487121582
18,49.061309814453125,80.79107666015625,36.9964599609375,33.0684814453125,0.9584851264953613,Green Block,0.0515141487121582
18,125.78144836425781,80.14933013916016,38.833251953125,37.1063232421875,0.9522300362586975,Green Block,0.0515141487121582
19,125.57081604003906,70.50972747802734,40.439903259277344,57.13801956176758,0.9740158915519714,Green Block,0.3720710277557373
19,48.832763671875,69.28373718261719,36.51822280883789,55.73442077636719,0.9676735997200012,Green Block,0.3720710277557373
19,86.27820587158203,70.36958312988281,40.62248229980469,58.18287658691406,0.9647427201271057,Red Block,0.3720710277557373
19,102.76714324951172,70.23435974121094,74.15214538574219,56.04556655883789,0.3351258933544159,Green Block,0.3720710277557373
20,125.57081604003906,70.50972747802734,40.439903259277344,57.13801956176758,0.9740158915519714,Green Block,0.348003625869751
20,48.832763671875,69.28373718261719,36.51822280883789,55.73442077636719,0.9676735997200012,Green Block,0.348003625869751
20,86.27820587158203,70.36958312988281,40.62248229980469,58.18287658691406,0.9647427201271057,Red Block,0.348003625869751
20,102.76714324951172,70.23435974121094,74.15214538574219,56.04556655883789,0.3351258933544159,Green Block,0.348003625869751
21,125.69469451904297,70.4437026977539,40.38764953613281,57.3643684387207,0.9729464054107666,Green Block,0.05075836181640625
21,48.84058380126953,69.44490814208984,36.62925338745117,55.39789962768555,0.967129111289978,Green Block,0.05075836181640625
21,86.19596862792969,70.3945541381836,40.565032958984375,58.26872634887695,0.9588537812232971,Red Block,0.05075836181640625
21,103.93214416503906,70.15458679199219,75.25201416015625,56.10597229003906,0.3594988286495209,Green Block,0.05075836181640625
22,125.69469451904297,70.4437026977539,40.38764953613281,57.3643684387207,0.9729464054107666,Green Block,0.03806567192077637
22,48.84058380126953,69.44490814208984,36.62925338745117,55.39789962768555,0.967129111289978,Green Block,0.03806567192077637
22,86.19596862792969,70.3945541381836,40.565032958984375,58.26872634887695,0.9588537812232971,Red Block,0.03806567192077637
22,103.93214416503906,70.15458679199219,75.25201416015625,56.10597229003906,0.3594988286495209,Green Block,0.03806567192077637
23,125.61450958251953,70.63916015625,40.44471740722656,57.592254638671875,0.9716012477874756,Green Block,0.6674683094024658
23,48.90544128417969,69.40657043457031,36.478694915771484,55.509029388427734,0.9667413234710693,Green Block,0.6674683094024658
23,86.27040100097656,70.41580200195312,40.82611083984375,58.1834716796875,0.9620176553726196,Red Block,0.6674683094024658
23,102.81689453125,70.28653717041016,74.56463623046875,56.11578369140625,0.3699529469013214,Green Block,0.6674683094024658
24,125.61450958251953,70.63916015625,40.44471740722656,57.592254638671875,0.9716012477874756,Green Block,0.1165766716003418
24,48.90544128417969,69.40657043457031,36.478694915771484,55.509029388427734,0.9667413234710693,Green Block,0.1165766716003418
