step,tof,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7
417,117,0.0,0.0,0.0,0.0,0,0,20.22,15.54,
418,117,0.0,0.0,0.0,0.0,0,0,21.22,0,
419,114,0.0,0.0,0.0,0.0,0,0,23.22,16.54,
420,114,0.0,0.0,0.0,0.0,0,0,52.22,12.54,
421,114,0.0,0.0,0.0,0.0,0,0,22.22,14.54,
422,114,0.0,0.0,0.0,0.0,0,0,31.22,16.54,
423,114,0.0,0.0,0.0,0.0,0,0,30.22,22.54,
424,112,0.0,0.0,0.0,0.0,0,0,58.22,127.54,
425,112,0.0,0.0,0.0,0.0,0,1.1400000000000006,23.22,25.54,
426,112,0.0,0.0,0.0,0.0,0,18.14,10.22,28.54,
427,112,0.0,0.0,0.0,0.0,0,14.14,0,14.54,
428,112,0.0,0.0,0.0,0.0,0,1.1400000000000006,21.22,17.54,
429,109,0.0,0.0,0.0,0.0,0,0,20.22,0,
430,109,0.0,0.0,0.0,0.0,0,66.14,50.22,3.54,
431,109,0.0,0.0,0.0,0.0,0,0.14000000000000057,13.22,18.54,
432,109,0.0,0.0,0.0,0.0,0,0,27.22,17.54,
433,109,0.0,0.0,0.0,0.0,0,0,0,46.54,
434,105,0.0,0.0,0.0,0.0,0,23.14,27.22,20.54,
435,105,0.0,0.0,0.0,0.0,0,0,28.22,26.54,
436,105,0.0,0.0,0.0,0.0,0,0,22.22,0,
437,105,0.0,0.0,0.0,0.0,0,0,20.22,21.54,
438,101,0.0,0.0,0.0,0.0,0,0,59.22,25.54,
439,101,0.0,0.0,0.0,0.0,0,16.14,22.22,0,
440,101,0.0,0.0,0.0,0.0,0,1.1400000000000006,22.22,31.54,
441,101,0.0,0.0,0.0,0.0,0,0,75.22,21.54,
442,101,0.0,0.0,0.0,0.0,0,0,35.22,87.54,
443,101,0.0,0.0,0.0,0.0,0,0,24.22,33.54,
444,101,0.0,0.0,0.0,0.0,0,0,0,31.54,
445,101,0.0,0.0,0.0,0.0,0,0.14000000000000057,0,0,
446,101,0.0,0.0,0.0,0.0,0,0,21.22,35.54,
447,101,0.0,0.0,0.0,0.0,0,0,22.22,75.54,
448,95,0.0,0.0,0.0,0.0,0,0,66.22,181.54,
449,95,0.0,0.0,0.0,0.0,0,2.1400000000000006,35.22,41.54,
450,95,0.0,0.0,0.0,0.0,0,0,23.22,24.54,
451,95,0.0,0.0,0.0,0.0,0,0.14000000000000057,0,0,
452,95,0.0,0.0,0.0,0.0,0,0,27.22,30.54,
453,92,0.0,0.0,0.0,0.0,0,0,16.22,31.54,
454,92,0.0,0.0,0.0,0.0,0,0,22.22,214.54,
455,92,0.0,0.0,0.0,0.0,0,0,24.22,44.54,
456,92,0.0,0.0,0.0,0.0,0,0,31.22,29.54,
457,92,0.0,0.0,0.0,0.0,0,0,23.22,0,
458,86,0.0,0.0,0.0,0.0,0,0,30.22,34.54,
459,86,0.0,0.0,0.0,0.0,0,0,24.22,35.54,
460,86,0.0,0.0,0.0,0.0,0,0,0,45.54,
461,86,0.0,0.0,0.0,0.0,0,0,30.22,43.54,
462,86,0.0,0.0,0.0,0.0,0,0,33.22,53.54,
463,89,0.0,0.0,0.0,0.0,0,12.14,65.22,39.54,
464,89,0.0,0.0,0.0,0.0,0,0,30.22,39.54,
465,89,0.0,0.0,0.0,0.0,0,0,29.22,315.54,
466,89,0.0,0.0,0.0,0.0,0,0,29.22,52.54,
467,89,0.0,0.0,0.0,0.0,0,32.14,29.22,45.54,
468,88,0.0,0.0,0.0,0.0,0,0,28.22,0,
469,88,0.0,0.0,0.0,0.0,0,0,67.22,0,
470,88,0.0,0.0,0.0,0.0,0,0,35.22,48.54,
471,88,0.0,0.0,0.0,0.0,0,27.14,44.22,33.54,
472,88,0.0,0.0,0.0,0.0,0,0,0,220.54,
473,85,0.0,0.0,0.0,0.0,0,0,32.22,47.54,
474,85,0.0,0.0,0.0,0.0,0,0,28.22,48.54,
475,85,0.0,0.0,0.0,0.0,0,0,32.22,0,
476,85,0.0,0.0,0.0,0.0,0,35.14,29.22,52.54,
477,85,0.0,0.0,0.0,0.0,0,0,76.22,63.54,
478,76,0.0,0.0,0.0,0.0,0,0,31.22,56.54,
479,76,0.0,0.0,0.0,0.0,0,49.14,38.22,54.54,
480,76,0.0,0.0,0.0,0.0,0,30.14,0,69.54,
481,76,0.0,0.0,0.0,0.0,0,0,31.22,79.54,
482,76,0.0,0.0,0.0,0.0,0,0,28.22,57.54,
483,76,0.0,0.0,0.0,0.0,0,0,63.22,180.54,
484,76,0.0,0.0,0.0,0.0,0,0,35.22,59.54,
485,76,0.0,0.0,0.0,0.0,0,0,33.22,164.54,
486,76,0.0,0.0,0.0,0.0,0,0,40.22,67.54,
487,76,0.0,0.0,0.0,0.0,0,0,37.22,71.54,
488,73,0.0,0.0,0.0,0.0,0,0,36.22,0,
489,73,0.0,0.0,0.0,0.0,0,0.14000000000000057,84.22,59.54,
490,73,0.0,0.0,0.0,0.0,0,0,38.22,73.54,
491,73,0.0,0.0,0.0,0.0,0,0,29.22,86.54,
492,73,0.0,0.0,0.0,0.0,0,0,0,105.54,
493,69,0.0,0.0,0.0,0.0,0,0,39.22,103.54,
494,69,0.0,0.0,0.0,0.0,0,0,23.22,94.54,
495,69,0.0,0.0,0.0,0.0,0,49.14,48.22,290.54,
496,69,0.0,0.0,0.0,0.0,0,0,41.22,85.54,
497,68,0.0,0.0,0.0,0.0,0,0,40.22,74.54,
498,68,0.0,0.0,0.0,0.0,0,0,32.22,0,
499,68,0.0,0.0,0.0,0.0,0,0,45.22,91.54,
